transaction_id,customer_id,amount,time_of_day,is_fraud,transaction_count,mean_transaction_amount,merchant_category_1,merchant_category_2,merchant_category_3,merchant_category_4,merchant_category_5,merchant_category_6
67,175,25.789976818612633,10.943502618238487,0,4,47.65856362005788,False,False,False,True,False,False
68,35,17.731786888984157,10.642940073165699,0,5,55.71438127038806,False,False,False,True,False,False
69,81,35.05784222119475,14.450807648514708,0,6,44.8977393206772,False,False,False,False,True,False
70,164,51.09838597304514,14.193762226139714,0,7,50.36564581993449,False,False,False,True,False,False
71,50,54.84030288135593,19.35814421583065,0,5,106.74307336578863,True,False,False,False,False,False
72,104,19.390425136254947,11.435601210679025,0,8,33.50398350579577,True,False,False,False,False,False
73,132,12.652963472617813,23.90695079134659,0,8,106.88362434377053,False,False,False,False,False,True
74,2,34.704172260890985,1.4273176528147387,0,5,44.40328458661639,False,False,False,True,False,False
75,134,68.32342531209243,0.0760283659368417,0,4,55.30485841682522,False,False,False,False,False,True
76,54,71.80725823387291,15.364759477430972,0,9,43.07419809527017,False,False,False,True,False,False
77,106,84.11649718675372,7.162437896685041,0,3,62.03955788275383,True,False,False,False,False,False
78,4,49.35339498149772,5.769177328787611,0,4,57.37474628371031,True,False,False,False,False,False
79,54,66.56306980780211,7.485577920102731,0,9,43.07419809527017,True,False,False,False,False,False
80,191,70.19789922099321,6.145141562518903,0,8,114.30514150843922,False,False,False,True,False,False
81,146,40.06281934654757,0.7389611918507484,0,7,82.26240555228222,True,False,False,False,False,False
82,44,57.75689763060932,23.316793017374128,0,5,55.770850277402154,False,False,False,True,False,False
83,162,63.17410251419508,5.297891722866762,0,4,42.53727692022343,False,False,False,False,False,True
84,190,31.816847658297515,17.61671430214335,0,13,51.73076930782599,False,False,False,True,False,False
85,14,82.84192342214887,18.302313472660206,0,6,118.69363225030729,False,False,False,False,False,True
86,95,49.22375434559947,22.302177552173504,0,6,43.9328535790361,False,False,False,True,False,False
87,48,51.74070456293345,0.7331869702411193,0,9,74.42992567514136,False,False,False,False,False,True
88,15,31.053172401157514,20.929160122728184,0,7,46.96298746592534,True,False,False,False,False,False
89,190,34.41147608244933,12.653428340155205,0,13,51.73076930782599,False,False,False,False,False,True
90,40,6.069707983359818,15.18105863917987,0,1,6.069707983359818,True,False,False,False,False,False
91,82,51.103117528372245,15.467286650904807,0,5,44.49778223137112,True,False,False,False,False,False
92,111,100.11378419283945,19.67514731963346,0,9,56.294062852336864,False,False,False,False,False,True
93,53,29.627611037910256,8.001775731818652,0,8,41.575385055513046,False,False,False,True,False,False
94,24,109.52393856309945,17.593228556639843,0,5,59.27955137699688,False,False,False,True,False,False
95,154,78.28502525224827,12.68587463333273,0,5,71.5611424224331,False,False,False,False,True,False
96,188,40.52822438045783,19.041456343328345,0,6,48.246933941755636,False,False,False,True,False,False
97,124,50.54529409637757,23.773104786483202,0,6,43.09651479570775,False,False,False,False,True,False
98,41,47.297993841701256,4.81562441769027,0,3,51.732900982506656,False,False,False,True,False,False
99,157,84.12327946795423,23.87156739743995,0,3,68.40394525043999,False,False,False,True,False,False
100,15,60.34031460235921,2.155491702786576,0,7,46.96298746592534,True,False,False,False,False,False
101,45,73.63948097243629,0.05562114971553278,0,4,68.57244733972729,False,False,False,False,True,False
102,65,57.163436907226966,1.0598864682679503,0,6,88.8965336202253,False,False,False,True,False,False
103,89,47.76054958810766,8.20277771368228,0,5,76.67264673124069,False,False,False,False,True,False
104,71,56.52846730141428,15.18975193628242,0,3,52.969211699984214,True,False,False,False,False,False
105,9,41.861115322558376,1.656708981308391,0,5,52.7635687783722,True,False,False,False,False,False
106,88,20.955919130582046,0.13597954870961448,0,3,40.306499690820516,False,False,False,False,True,False
107,129,66.27377151913302,22.490184683011073,0,8,49.78160011547687,True,False,False,False,False,False
108,136,19.976711033138265,19.726239262558313,0,5,55.97683240161409,False,False,False,False,False,True
109,63,44.62331646409649,19.420396107336746,0,6,51.82121688380996,False,False,False,False,False,True
110,139,41.202714247691645,21.226182612047452,0,4,201.8687064729549,True,False,False,False,False,False
111,81,62.867078621081404,16.800822546530505,0,6,44.8977393206772,False,False,False,False,False,True
112,136,81.29409169867058,2.5056991139539546,0,5,55.97683240161409,False,False,False,True,False,False
113,163,74.09941294601497,9.578404513769353,0,5,48.421979248692004,False,False,False,False,True,False
114,163,63.448500377901865,17.355587675151106,0,5,48.421979248692004,False,False,False,True,False,False
115,33,37.40256708758436,6.728027058996502,0,7,53.166289955871385,False,False,False,False,True,False
116,123,46.330616928070725,16.4977527392697,0,4,52.60177436697216,True,False,False,False,False,False
117,5,43.41452585888364,0.5879627584236564,0,6,44.234245030755964,False,False,False,True,False,False
118,41,40.594371065411124,7.347296181110237,0,3,51.732900982506656,True,False,False,False,False,False
119,28,41.95097782746325,13.179128070652144,0,10,72.83073736580204,True,False,False,False,False,False
120,135,41.417239298648184,15.170155908149814,0,5,50.341539111185696,False,False,False,False,True,False
121,72,40.531476145990084,13.84897594708586,0,3,42.96429164429936,False,False,False,False,True,False
122,12,69.03766036057108,16.746150625762308,0,9,64.44302313409668,False,False,False,False,True,False
123,162,28.907262222678153,0.14612995775613769,0,4,42.53727692022343,False,False,False,True,False,False
124,33,35.41051795392339,2.4225887994605158,0,7,53.166289955871385,False,False,False,False,False,True
125,48,18.33186557920976,20.85466205469948,0,9,74.42992567514136,False,False,False,False,True,False
126,151,78.30965605021699,16.361967458163868,0,9,56.36644129458171,False,False,False,False,True,False
127,62,34.06994082684826,2.7103594244642712,0,6,48.64199142703449,False,False,False,True,False,False
128,37,63.21550463444281,20.2097864975659,0,4,45.81677096601912,False,False,False,False,True,False
129,99,59.506377204246135,5.813549227789606,0,13,52.65524626217383,False,False,False,True,False,False
130,172,76.37677242181542,11.478237220685363,0,6,116.70685575446953,True,False,False,False,False,False
131,104,45.79966603249812,3.484716309231847,0,8,33.50398350579577,False,False,False,False,True,False
132,35,31.049204254281754,17.04264135412096,0,5,55.71438127038806,False,False,False,False,True,False
133,193,18.885000482567428,16.00450610434243,0,3,43.833804470643,True,False,False,False,False,False
134,101,-5.692712895642016,5.066699307987268,0,7,58.058723902035304,True,False,False,False,False,False
135,175,53.22706451757806,20.721618404568044,0,4,47.65856362005788,True,False,False,False,False,False
136,131,65.50945144977828,9.631344581273092,0,6,51.35917119992383,False,False,False,False,True,False
137,1,59.433762103956816,7.020362185697803,0,8,55.67856065317837,False,False,False,False,False,True
138,5,19.404713936543843,3.655910147148851,0,6,44.234245030755964,False,False,False,False,False,True
139,142,70.77652290223858,6.388032300372899,0,5,57.71241920864469,False,False,False,False,False,True
140,103,36.03567943369295,0.5286461093716079,0,6,47.743654686276024,False,False,False,False,True,False
141,27,31.861930117164917,13.998179818946774,0,6,39.27609490514763,True,False,False,False,False,False
142,137,35.58735529393633,20.21353791225475,0,5,40.240692753057814,False,False,False,False,True,False
143,15,51.56817845012154,13.175530786599403,0,7,46.96298746592534,True,False,False,False,False,False
144,90,20.305968569658557,5.262575086173017,0,10,42.826934950495136,False,False,False,False,True,False
145,42,49.25928172561764,0.8080602771329453,0,4,68.01901551834061,False,False,False,False,True,False
146,124,58.588964907673386,5.151073758211268,0,6,43.09651479570775,True,False,False,False,False,False
147,179,72.1464779248723,9.986914273706216,0,5,46.04108171995684,False,False,False,False,False,True
148,63,53.519133144424885,18.230674288795115,0,6,51.82121688380996,True,False,False,False,False,False
149,96,23.207430036124173,4.508228460906579,0,8,40.064728921709644,False,False,False,True,False,False
150,52,52.97780455304447,17.274994880512466,0,6,51.10317599313786,False,False,False,True,False,False
151,96,28.7948345210776,20.806403240445206,0,8,40.064728921709644,True,False,False,False,False,False
152,132,27.641096872660995,10.89472435460057,0,8,106.88362434377053,False,False,False,False,True,False
153,151,22.74592792920042,19.714367799422238,0,9,56.36644129458171,False,False,False,True,False,False
154,143,11.774926402119519,13.311776352842294,0,3,32.47534327976068,False,False,False,True,False,False
155,171,38.6567366412921,15.29018008994172,0,4,165.79668337902626,False,False,False,False,True,False
156,29,72.57777486093815,12.630683048116865,0,5,60.11836947791098,False,False,False,False,True,False
157,36,95.12968030855083,11.116145202032202,0,5,53.24185646228803,False,False,False,False,False,True
158,13,38.52829683319812,5.631682602620384,0,5,36.12429062682341,False,False,False,False,True,False
159,160,71.72211053539311,7.276657427065105,0,9,53.36920692009563,True,False,False,False,False,False
160,71,42.1083536352681,6.959282854646617,0,3,52.969211699984214,True,False,False,False,False,False
161,187,16.985285611028775,13.518934342891553,0,7,54.22599925782898,False,False,False,False,False,True
162,86,64.01884522892153,2.878888632573358,0,9,60.26356873833716,False,False,False,True,False,False
163,28,54.69628173591133,22.003000576856042,0,10,72.83073736580204,False,False,False,True,False,False
164,66,86.3603921592223,17.295723486794717,0,3,60.01791463062863,False,False,False,False,True,False
165,170,19.306430360344883,9.634695141916648,0,7,66.94803814947628,True,False,False,False,False,False
166,45,105.92065416670553,3.806979468633071,0,4,68.57244733972729,False,False,False,True,False,False
167,62,81.83434646376313,21.16781207331926,0,6,48.64199142703449,False,False,False,False,False,True
168,185,49.64152852876292,19.770674162427966,0,6,55.62611178312782,False,False,False,False,False,True
169,134,44.02724416402964,17.321317265212304,0,4,55.30485841682522,True,False,False,False,False,False
170,28,35.683802622627645,6.517129137869817,0,10,72.83073736580204,False,False,False,False,False,True
171,28,52.194652783755856,9.658719298408055,0,10,72.83073736580204,False,False,False,False,False,True
172,108,46.32127689182043,2.4659580588581607,0,4,48.87581168013704,True,False,False,False,False,False
173,44,60.275908271612224,4.536948593460761,0,5,55.770850277402154,False,False,False,False,True,False
174,84,44.112666779633884,18.79239929560159,0,6,49.27397912473513,False,False,False,False,True,False
175,30,78.29927382993326,17.160929252416413,0,6,58.10584468856758,False,False,False,False,False,True
176,190,52.50092062332894,14.243658311422433,0,13,51.73076930782599,False,False,False,False,True,False
177,75,44.86365944148536,21.49744142222815,0,7,69.15535944520579,False,False,False,False,True,False
178,128,70.48573163558781,13.99839642751309,0,8,55.373748696697575,False,False,False,False,False,True
179,92,17.549527396044958,11.207231999126657,0,8,44.63298374264534,False,False,False,False,True,False
180,190,56.819767045542676,8.168897911338306,0,13,51.73076930782599,False,False,False,False,False,True
181,129,50.51142672818867,22.570764137668142,0,8,49.78160011547687,False,False,False,True,False,False
182,121,21.782989391884342,1.9851710765844839,0,3,51.60412122420225,True,False,False,False,False,False
183,27,15.82993440862985,22.341296929459403,0,6,39.27609490514763,True,False,False,False,False,False
184,190,70.20690005883155,19.84115183834444,0,13,51.73076930782599,False,False,False,False,True,False
185,121,69.25581380701388,3.118318188856831,0,3,51.60412122420225,False,False,False,False,True,False
186,116,53.45116859268718,13.559624584206086,0,5,74.01896800787986,False,False,False,False,True,False
187,3,84.33315552909448,20.797151561978083,0,6,56.329616629465626,True,False,False,False,False,False
188,103,58.81936363722538,13.72341992657169,0,6,47.743654686276024,False,False,False,True,False,False
189,198,74.9961063882243,21.772795717454933,0,3,69.1073405114383,False,False,False,True,False,False
190,155,58.40649174369041,22.63161160358502,0,6,101.98004961854303,True,False,False,False,False,False
191,137,44.48380868796016,10.137228532423341,0,5,40.240692753057814,False,False,False,True,False,False
192,62,28.84937497133315,9.055527873751767,0,6,48.64199142703449,True,False,False,False,False,False
193,165,37.93127490194475,22.471707695259763,0,3,54.11549324349002,False,False,False,True,False,False
194,51,44.85755457505563,16.203361467592032,0,9,83.56461713021051,False,False,False,False,False,True
195,172,77.26306204213411,2.784544352356063,0,6,116.70685575446953,False,False,False,False,False,True
196,152,65.39839117059327,1.0150019813443487,0,10,90.05751475052911,True,False,False,False,False,False
197,59,56.606381364852325,13.551097223934315,0,5,166.59141858211274,False,False,False,True,False,False
198,118,67.40019815128149,22.32410317052219,0,7,42.58294355013379,False,False,False,False,True,False
199,160,60.54767431384965,20.261968857739642,0,9,53.36920692009563,False,False,False,True,False,False
200,96,55.238752222136526,16.220345915144073,0,8,40.064728921709644,False,False,False,False,False,True
201,180,20.026811969860905,3.3387803733861006,0,6,51.91603575169403,False,False,False,False,False,True
202,113,72.78315145723353,6.101553209968694,0,13,74.63294218598385,False,False,False,True,False,False
203,62,40.82976304947048,21.012269437262788,0,6,48.64199142703449,False,False,False,True,False,False
204,186,71.77080555245088,4.387373679765611,0,6,54.86635371613995,False,False,False,False,True,False
205,52,73.70420583021779,6.6825457980104295,0,6,51.10317599313786,False,False,False,False,True,False
206,12,36.59921612889307,3.110415628690607,0,9,64.44302313409668,False,False,False,True,False,False
207,39,68.99432161191875,16.226597553945865,0,8,61.294604444200026,False,False,False,True,False,False
208,130,42.78025041488203,22.65557532871703,0,8,58.13720545781657,False,False,False,True,False,False
209,131,42.899353447065515,6.455232758289263,0,6,51.35917119992383,False,False,False,True,False,False
210,113,55.14946469165316,11.409758588401768,0,13,74.63294218598385,True,False,False,False,False,False
211,101,55.68945178339081,15.224153753068903,0,7,58.058723902035304,False,False,False,True,False,False
212,113,50.77103030701784,23.987189957175136,0,13,74.63294218598385,False,False,False,False,True,False
213,184,23.314239688880868,2.5153935599417308,0,4,41.66704269703174,False,False,False,False,False,True
214,81,47.57106721031321,11.96569918813702,0,6,44.8977393206772,True,False,False,False,False,False
215,187,95.56957456376813,9.242882877660001,0,7,54.22599925782898,False,False,False,True,False,False
216,113,-5.680084576040443,20.779683965336524,0,13,74.63294218598385,False,False,False,False,False,True
217,2,67.39480880456826,11.423225544279742,0,5,44.40328458661639,True,False,False,False,False,False
218,130,71.14249866712618,2.663460590043554,0,8,58.13720545781657,False,False,False,False,False,True
219,54,22.833045614276962,15.226179486878006,0,9,43.07419809527017,False,False,False,True,False,False
220,87,40.61122173180908,18.498734838333114,0,3,246.03112037253922,False,False,False,True,False,False
221,129,29.985656841133107,0.06915003997475022,0,8,49.78160011547687,False,False,False,False,True,False
222,147,87.07930754623757,20.614960450095108,0,10,54.445534047290856,False,False,False,True,False,False
223,126,72.06050533555566,4.464552000135975,0,6,65.64175140006589,False,False,False,True,False,False
224,130,73.02850748929464,13.249664751681069,0,8,58.13720545781657,True,False,False,False,False,False
225,53,52.4129445198959,9.979140016498803,0,8,41.575385055513046,False,False,False,False,True,False
226,172,76.24183899499286,17.27169159865273,0,6,116.70685575446953,True,False,False,False,False,False
227,160,49.83526865875844,8.907878754857805,0,9,53.36920692009563,False,False,False,False,False,True
228,198,77.18315254421115,20.874316240361058,0,3,69.1073405114383,False,False,False,True,False,False
229,160,47.02607151775559,17.531912663010964,0,9,53.36920692009563,False,False,False,False,False,True
230,68,36.41516166573121,15.545116105510115,0,3,34.676397068739135,True,False,False,False,False,False
231,183,86.21900532663886,19.109774293508504,0,5,104.0051302583447,False,False,False,True,False,False
232,184,49.58302478669727,18.096552838281177,0,4,41.66704269703174,False,False,False,True,False,False
233,123,32.02400183515072,0.8625281981172801,0,4,52.60177436697216,True,False,False,False,False,False
234,145,31.807322050200554,9.473624492275874,0,10,54.79883500011256,True,False,False,False,False,False
235,38,31.868426539619186,22.339375135595755,0,5,54.534942764007816,True,False,False,False,False,False
236,24,66.88884702058738,3.0173824558134292,0,5,59.27955137699688,True,False,False,False,False,False
237,69,48.02274245909569,17.69031721036923,0,7,49.763767720660255,True,False,False,False,False,False
238,116,95.95917951994166,23.39020347204791,0,5,74.01896800787986,False,False,False,True,False,False
239,98,73.72356364648242,1.2527670970793192,0,4,60.42808147659465,True,False,False,False,False,False
240,198,55.142762601879426,16.37265313503865,0,3,69.1073405114383,False,False,False,True,False,False
241,139,78.07795082396566,11.23569939122473,0,4,201.8687064729549,False,False,False,True,False,False
242,144,40.08985327061033,13.900206128993332,0,10,50.31892172868679,True,False,False,False,False,False
243,97,12.904283916813885,2.0481920756237963,0,2,18.960391345166467,True,False,False,False,False,False
244,124,30.2083388485052,1.0321668448065475,0,6,43.09651479570775,False,False,False,False,True,False
245,187,52.94415658739205,16.00479985322212,0,7,54.22599925782898,False,False,False,True,False,False
246,70,45.5491705565772,19.75942631569723,0,4,57.27668318432092,True,False,False,False,False,False
247,93,66.48830776514922,18.768368038391216,0,7,52.055077506679716,True,False,False,False,False,False
248,3,47.50772437313061,13.051337468789697,0,6,56.329616629465626,True,False,False,False,False,False
249,148,64.9606945192345,2.396803707268276,0,5,59.15577063521464,False,False,False,False,True,False
250,187,80.0194326112858,16.51306665206433,0,7,54.22599925782898,False,False,False,False,True,False
251,164,47.44608298778457,5.805333205299503,0,7,50.36564581993449,False,False,False,False,False,True
252,147,61.10290577422242,21.865648866417207,0,10,54.445534047290856,False,False,False,True,False,False
253,90,14.90426318849532,20.118368629096917,0,10,42.826934950495136,False,False,False,False,False,True
254,195,47.52212042518882,17.025191210097383,0,6,50.765125188971865,True,False,False,False,False,False
255,147,25.36083748507957,22.77230293994713,0,10,54.445534047290856,False,False,False,False,True,False
256,148,52.90453554258694,0.7541237162705503,0,5,59.15577063521464,False,False,False,False,True,False
257,96,54.71999513354662,17.66881020145829,0,8,40.064728921709644,False,False,False,False,False,True
258,199,54.653527158275885,7.925826704073728,0,3,65.53069884080686,False,False,False,False,True,False
259,52,40.397548204074134,21.745581256472768,0,6,51.10317599313786,True,False,False,False,False,False
260,161,95.96937723469667,6.400204719887462,0,11,56.23316445273395,False,False,False,False,True,False
261,168,24.639569767138635,17.39655598356041,0,5,47.46650521194278,False,False,False,False,False,True
262,128,23.417083456769674,21.063528471618753,0,8,55.373748696697575,True,False,False,False,False,False
263,39,83.0995675147317,0.9997636411843782,0,8,61.294604444200026,False,False,False,False,False,True
264,82,35.91441738820214,9.543541910208866,0,5,44.49778223137112,False,False,False,False,True,False
265,104,31.106186249271396,18.29541676852653,0,8,33.50398350579577,False,False,False,False,False,True
266,129,96.05823795446226,10.91805334818209,0,8,49.78160011547687,False,False,False,False,False,True
267,11,69.71445433647128,6.414063115046288,0,2,63.58781652144201,False,False,False,True,False,False
268,185,38.11070903723556,5.275328371756561,0,6,55.62611178312782,False,False,False,False,True,False
269,178,54.350158113871224,3.15643840599307,0,5,50.0486068622071,False,False,False,False,True,False
270,151,88.91742569655368,20.571109436550774,0,9,56.36644129458171,False,False,False,False,False,True
271,159,63.83241361901735,13.808529678037344,0,3,59.7902736373756,False,False,False,True,False,False
272,42,75.72296910212886,1.8332386797949436,0,4,68.01901551834061,False,False,False,False,True,False
273,99,66.09606357467611,9.18192776569525,0,13,52.65524626217383,True,False,False,False,False,False
274,7,68.60506691907082,8.825607619322637,0,3,59.205007207953805,False,False,False,False,False,True
275,144,50.794833918208546,4.361740577027112,0,10,50.31892172868679,False,False,False,False,True,False
276,90,50.226969579524386,10.452183011332576,0,10,42.826934950495136,True,False,False,False,False,False
277,112,55.34100770696907,7.970384769435275,0,4,52.480537216701734,False,False,False,False,True,False
278,60,64.68905614900602,8.20328893181238,0,5,50.717531351515944,True,False,False,False,False,False
279,113,44.33369368334773,17.736637386911006,0,13,74.63294218598385,False,False,False,False,False,True
280,2,52.441078690060095,5.358321252124711,0,5,44.40328458661639,False,False,False,False,True,False
281,129,43.79308768088029,15.40463901252853,0,8,49.78160011547687,False,False,False,False,True,False
282,48,52.313696439890585,13.695590973142437,0,9,74.42992567514136,False,False,False,True,False,False
283,140,24.98007338036306,13.634220296108815,0,5,40.75776310172934,False,False,False,False,False,True
284,197,102.11954933919037,15.912176307402621,0,6,95.8428447442521,True,False,False,False,False,False
285,37,35.34119762442248,13.161168868695695,0,4,45.81677096601912,False,False,False,False,True,False
286,160,42.77078550481138,21.102122756313232,0,9,53.36920692009563,False,False,False,False,True,False
287,9,33.614712128903946,16.213922206806235,0,5,52.7635687783722,True,False,False,False,False,False
288,99,62.314174983290805,13.127118032913316,0,13,52.65524626217383,False,False,False,False,False,True
289,147,46.079947375153374,19.914314886903476,0,10,54.445534047290856,False,False,False,True,False,False
290,48,30.723849798055635,14.547517558403513,0,9,74.42992567514136,False,False,False,True,False,False
291,131,63.137667324486856,6.987461946844296,0,6,51.35917119992383,False,False,False,False,True,False
292,148,65.83298295845582,4.970278036237709,0,5,59.15577063521464,True,False,False,False,False,False
293,152,48.66247351045466,3.655866855904291,0,10,90.05751475052911,False,False,False,False,True,False
294,54,36.727480972358464,21.586925101106438,0,9,43.07419809527017,True,False,False,False,False,False
295,120,93.82132011119435,17.04325036315358,0,4,159.59820499647856,False,False,False,True,False,False
296,161,56.80135261050462,22.4970825159437,0,11,56.23316445273395,False,False,False,False,False,True
297,152,24.518620300933524,14.479003337158632,0,10,90.05751475052911,True,False,False,False,False,False
298,116,78.28080922005536,11.361621155877902,0,5,74.01896800787986,False,False,False,True,False,False
299,75,32.88450501174857,1.4331957353013438,0,7,69.15535944520579,False,False,False,False,True,False
300,113,104.83756680539832,16.119414757104714,0,13,74.63294218598385,True,False,False,False,False,False
301,164,51.59315715055173,13.973010234437549,0,7,50.36564581993449,False,False,False,False,False,True
302,166,70.26632072110708,23.765013446102913,0,6,91.47833027723188,False,False,False,False,True,False
303,104,8.399648783061977,5.739810666773833,0,8,33.50398350579577,False,False,False,False,True,False
304,84,24.31718231820074,12.737696526884061,0,6,49.27397912473513,False,False,False,True,False,False
305,112,76.67719239521429,15.622976042833743,0,4,52.480537216701734,True,False,False,False,False,False
306,99,56.35630131258274,15.470188193816247,0,13,52.65524626217383,False,False,False,False,True,False
307,153,90.84792845428146,13.471045030761665,0,7,138.89116786777944,False,False,False,False,False,True
308,93,59.703502104591784,18.64627224785341,0,7,52.055077506679716,True,False,False,False,False,False
309,146,52.90592479482079,4.919549028643594,0,7,82.26240555228222,False,False,False,False,False,True
310,128,84.27147981644411,17.41505280658598,0,8,55.373748696697575,False,False,False,False,True,False
311,110,70.20273998450888,14.873629714394141,0,3,126.86664199946965,False,False,False,False,False,True
312,82,46.07477601447421,21.50580268306976,0,5,44.49778223137112,False,False,False,True,False,False
313,194,28.11791799003106,20.33266653680596,0,6,72.54367878997199,False,False,False,False,False,True
